Tarih_Saat,Guc_kW
2023-01-02 14:45:00,9074.455967323249
2023-01-02 15:00:00,10880.970128917832
2023-01-02 15:15:00,10597.160856735798
2023-01-02 15:30:00,8128.618894979741
2023-01-02 15:45:00,9623.264552518096
2023-01-02 16:00:00,12371.269489817554
2023-01-02 16:15:00,10449.695849116855
2023-01-02 16:30:00,10697.115845206416
2023-01-02 16:45:00,8915.852492293032
2023-01-02 17:00:00,10750.956984554343
2023-01-02 17:15:00,10293.342896525992
2023-01-02 17:30:00,7902.268359117131
2023-01-02 17:45:00,9710.502162490298
2023-01-02 18:00:00,10607.353144622795
2023-01-02 18:15:00,10224.727585588631
2023-01-02 18:30:00,10196.042776449707
2023-01-02 18:45:00,9693.053649003314
2023-01-02 19:00:00,11201.063063940133
2023-01-02 19:15:00,8057.224900514294
2023-01-02 19:30:00,10762.498732534208
2023-01-02 19:45:00,10045.839486297038
2023-01-02 20:00:00,11127.698969680092
2023-01-02 20:15:00,8073.035512658893
2023-01-02 20:30:00,10560.322619816001
2023-01-02 20:45:00,9504.573643012829
2023-01-02 21:00:00,11011.057638061042
2023-01-02 21:15:00,10542.051332255114
2023-01-02 21:30:00,10586.687144452935
2023-01-02 21:45:00,9301.252682158081
2023-01-02 22:00:00,10150.579106892274
2023-01-02 22:15:00,6972.200245795169
2023-01-02 22:30:00,7543.4545650843875
2023-01-02 22:45:00,9209.54598329095
2023-01-02 23:00:00,11087.984757097061
2023-01-02 23:15:00,7501.126540974678
2023-01-02 23:30:00,10519.00157107258
2023-01-02 23:45:00,9224.497402183686
2023-01-03 00:00:00,12059.59961603884
2023-01-03 00:15:00,10460.299334561672
2023-01-03 00:30:00,10435.397058499198
2023-01-03 00:45:00,9069.49690190533
2023-01-03 01:00:00,10404.077467156512
2023-01-03 01:15:00,10031.318444892982
2023-01-03 01:30:00,10562.330217344348
2023-01-03 01:45:00,8598.393486757015
2023-01-03 02:00:00,10498.77156785075
2023-01-03 02:15:00,10257.87672668444
2023-01-03 02:30:00,8009.671755888261
2023-01-03 02:45:00,8843.281145673127
2023-01-03 03:00:00,10999.331064343072
2023-01-03 03:15:00,10222.290660647202
2023-01-03 03:30:00,10259.004443062653
2023-01-03 03:45:00,8876.761648563452
2023-01-03 04:00:00,10114.062982742287
2023-01-03 04:15:00,9600.351442013387
2023-01-03 04:30:00,7888.552673965885
2023-01-03 04:45:00,8648.269858574524
2023-01-03 05:00:00,10445.644267100502
2023-01-03 05:15:00,10834.513953401205
2023-01-03 05:30:00,9622.15500097896
2023-01-03 05:45:00,8893.493674425357
2023-01-03 06:00:00,11436.315272674134
2023-01-03 06:15:00,10053.88767989093
2023-01-03 06:30:00,10676.520935169721
2023-01-03 06:45:00,9229.840885376043
2023-01-03 07:00:00,10882.292079534414
2023-01-03 07:15:00,10749.616877106933
2023-01-03 07:30:00,11113.549630999707
2023-01-03 07:45:00,9910.05158378006
2023-01-03 08:00:00,12897.069006377556
2023-01-03 08:15:00,10410.102512130037
2023-01-03 08:30:00,10796.613728611932
2023-01-03 08:45:00,9826.98409252875
2023-01-03 09:00:00,11189.809422750202
2023-01-03 09:15:00,10780.306055831394
2023-01-03 09:30:00,10386.030012001465
2023-01-03 09:45:00,9294.186727719645
2023-01-03 10:00:00,11210.992267985868
2023-01-03 10:15:00,10058.728453543308
2023-01-03 10:30:00,7753.290396660642
2023-01-03 10:45:00,9284.767649939642
2023-01-03 11:00:00,11418.984601178705
2023-01-03 11:15:00,10567.845962209043
2023-01-03 11:30:00,8054.155866465597
2023-01-03 11:45:00,9679.826619480988
2023-01-03 12:00:00,10062.657646902919
2023-01-03 12:15:00,10787.803095747737
2023-01-03 12:30:00,10535.814781935436
2023-01-03 12:45:00,9337.40292492187
2023-01-03 13:00:00,10919.974356135426
2023-01-03 13:15:00,8207.743837913089
2023-01-03 13:30:00,10308.359784341304
2023-01-03 13:45:00,9990.146603759657
2023-01-03 14:00:00,11145.939436322076
2023-01-03 14:15:00,10848.401731195961
2023-01-03 14:30:00,10838.34768824242
2023-01-03 14:45:00,9610.346640765663
2023-01-03 15:00:00,10867.439096888707
2023-01-03 15:15:00,10629.376457735003
2023-01-03 15:30:00,10633.06356822139
2023-01-03 15:45:00,9138.088165369076
2023-01-03 16:00:00,12344.55462688945
2023-01-03 16:15:00,10341.731082651218
2023-01-03 16:30:00,10168.015238846889
2023-01-03 16:45:00,9432.843975271702
2023-01-03 17:00:00,11629.639059208912
2023-01-03 17:15:00,10450.139323084337
2023-01-03 17:30:00,10264.588022303704
2023-01-03 17:45:00,9442.97848996881
2023-01-03 18:00:00,10848.497791432479
2023-01-03 18:15:00,8197.97406811079
2023-01-03 18:30:00,10153.164087219999
2023-01-03 18:45:00,9861.72311885895
2023-01-03 19:00:00,11279.2213288655
2023-01-03 19:15:00,8154.578042964678
2023-01-03 19:30:00,10373.908750074965
2023-01-03 19:45:00,9829.56257546143
2023-01-03 20:00:00,11463.349554444634
2023-01-03 20:15:00,10749.283203069355
2023-01-03 20:30:00,10717.998307732229
2023-01-03 20:45:00,9723.24133860613
2023-01-03 21:00:00,10861.141540143191
2023-01-03 21:15:00,8492.619959049061
2023-01-03 21:30:00,8293.037681959155
2023-01-03 21:45:00,9374.787693067417
2023-01-03 22:00:00,9729.506254395077
2023-01-03 22:15:00,9866.0397792354
2023-01-03 22:30:00,7769.656882403061
2023-01-03 22:45:00,9138.36065157178
2023-01-03 23:00:00,10613.662887898508
2023-01-03 23:15:00,10296.99028388209
2023-01-03 23:30:00,10059.577401743583
2023-01-03 23:45:00,8996.130440887247
2023-01-04 00:00:00,12197.50537440883
2023-01-04 00:15:00,10331.920475172756
2023-01-04 00:30:00,9904.546309630663
2023-01-04 00:45:00,9154.075946867939
2023-01-04 01:00:00,10362.355962234915
2023-01-04 01:15:00,7535.248152361062
2023-01-04 01:30:00,10589.65169637148
2023-01-04 01:45:00,8420.833891588036
2023-01-04 02:00:00,10657.119497916134
2023-01-04 02:15:00,9572.567031616069
2023-01-04 02:30:00,10184.332079567268
2023-01-04 02:45:00,8745.419705984072
2023-01-04 03:00:00,10932.453293244085
2023-01-04 03:15:00,10018.858402733278
2023-01-04 03:30:00,9996.236773781864
2023-01-04 03:45:00,9038.670725632344
2023-01-04 04:00:00,10562.737922720331
2023-01-04 04:15:00,10379.072068850595
2023-01-04 04:30:00,7378.348653232478
2023-01-04 04:45:00,8776.260605702953
2023-01-04 05:00:00,10405.820154818814
2023-01-04 05:15:00,10203.34379648694
2023-01-04 05:30:00,10275.465183180268
2023-01-04 05:45:00,8723.293723722698
2023-01-04 06:00:00,10969.339356578375
2023-01-04 06:15:00,10940.688803991725
2023-01-04 06:30:00,8478.389551204898
2023-01-04 06:45:00,9586.899171070241
2023-01-04 07:00:00,10970.482016387652
2023-01-04 07:15:00,10649.628801744453
2023-01-04 07:30:00,10326.744186765893
2023-01-04 07:45:00,9380.342637165893
2023-01-04 08:00:00,12628.2021821277
2023-01-04 08:15:00,11017.318815456476
2023-01-04 08:30:00,10650.35253351959
2023-01-04 08:45:00,9378.449807701569
2023-01-04 09:00:00,11130.213594482884
2023-01-04 09:15:00,8440.581768547867
2023-01-04 09:30:00,8289.40405166598
2023-01-04 09:45:00,9402.80244892822
2023-01-04 10:00:00,10699.477166882645
2023-01-04 10:15:00,8350.194777760347
2023-01-04 10:30:00,10570.936101443907
2023-01-04 10:45:00,9501.867664381758
2023-01-04 11:00:00,10616.0715378937
2023-01-04 11:15:00,10683.934453779024
2023-01-04 11:30:00,10677.057405146108
2023-01-04 11:45:00,9531.549391922325
2023-01-04 12:00:00,10637.462813215066
2023-01-04 12:15:00,8159.960438053767
2023-01-04 12:30:00,10406.836630005908
2023-01-04 12:45:00,9820.238120788285
2023-01-04 13:00:00,11272.20562034991
2023-01-04 13:15:00,8116.73556741106
2023-01-04 13:30:00,7944.754471174344
2023-01-04 13:45:00,9784.123336042872
2023-01-04 14:00:00,10463.190979938627
2023-01-04 14:15:00,10328.893153323444
2023-01-04 14:30:00,7771.210334433555
2023-01-04 14:45:00,9136.619177961707
2023-01-04 15:00:00,10746.27407940592
2023-01-04 15:15:00,8545.172880723001
2023-01-04 15:30:00,11065.831888656707
2023-01-04 15:45:00,8890.494911828962
2023-01-04 16:00:00,12894.730477483765
2023-01-04 16:15:00,8295.951765791817
2023-01-04 16:30:00,10252.798245997947
2023-01-04 16:45:00,10023.904965973989
2023-01-04 17:00:00,11221.74490439797
2023-01-04 17:15:00,10735.433050071293
2023-01-04 17:30:00,7738.655373188753
2023-01-04 17:45:00,9604.589351310904
2023-01-04 18:00:00,11362.999000657142
2023-01-04 18:15:00,10731.572156887989
2023-01-04 18:30:00,8412.008004253332
2023-01-04 18:45:00,9330.893652749073
2023-01-04 19:00:00,10924.039396774855
2023-01-04 19:15:00,7578.655921229691
2023-01-04 19:30:00,11029.312835315184
2023-01-04 19:45:00,9498.5617380739
2023-01-04 20:00:00,10444.129365755194
2023-01-04 20:15:00,8171.2324626481595
2023-01-04 20:30:00,7705.921143877143
2023-01-04 20:45:00,9426.810027767993
2023-01-04 21:00:00,10921.055062655663
2023-01-04 21:15:00,10526.83194803865
2023-01-04 21:30:00,10410.1424467987
2023-01-04 21:45:00,8865.202111530933
2023-01-04 22:00:00,9944.972101953084
2023-01-04 22:15:00,7583.998993185171
2023-01-04 22:30:00,9835.742793750715
2023-01-04 22:45:00,8503.341130692692
2023-01-04 23:00:00,10460.7542827109
2023-01-04 23:15:00,7542.236493511298
2023-01-04 23:30:00,10100.6729052312
2023-01-04 23:45:00,9639.004730138722
2023-01-05 00:00:00,12135.100797526393
2023-01-05 00:15:00,8099.4265817896185
2023-01-05 00:30:00,10286.45682934603
2023-01-05 00:45:00,9612.950553671522
2023-01-05 01:00:00,10497.073182027762
2023-01-05 01:15:00,7363.177936377403
2023-01-05 01:30:00,9704.574378599706
2023-01-05 01:45:00,9281.322071534354
2023-01-05 02:00:00,10494.251015032807
2023-01-05 02:15:00,7438.928487518893
2023-01-05 02:30:00,7574.1415322245775
2023-01-05 02:45:00,9206.575989871011
2023-01-05 03:00:00,10761.257017675829
2023-01-05 03:15:00,9675.378355862362
2023-01-05 03:30:00,8212.107527145037
2023-01-05 03:45:00,9649.283960209204
2023-01-05 04:00:00,10469.871691533857
2023-01-05 04:15:00,10600.18620015605
2023-01-05 04:30:00,7713.146518897312
2023-01-05 04:45:00,9048.020426686488
2023-01-05 05:00:00,10276.793643159273
2023-01-05 05:15:00,9890.462614698507
2023-01-05 05:30:00,10944.633053096702
2023-01-05 05:45:00,9442.194622415276
2023-01-05 06:00:00,10934.09694521581
2023-01-05 06:15:00,10570.946896800291
2023-01-05 06:30:00,10567.834548957677
2023-01-05 06:45:00,9002.843666272094
2023-01-05 07:00:00,11446.058144845418
2023-01-05 07:15:00,7923.033677409189
2023-01-05 07:30:00,10690.896225584469
2023-01-05 07:45:00,9413.104370552268
2023-01-05 08:00:00,11558.087252708257
2023-01-05 08:15:00,10578.865132050212
2023-01-05 08:30:00,10898.870417696056
2023-01-05 08:45:00,9871.161910519497
2023-01-05 09:00:00,10668.70095551322
2023-01-05 09:15:00,8461.409755197938
2023-01-05 09:30:00,10113.213429681213
2023-01-05 09:45:00,9460.70800755617
2023-01-05 10:00:00,10949.420219106087
2023-01-05 10:15:00,10114.182193507744
2023-01-05 10:30:00,10197.249830334216
2023-01-05 10:45:00,9503.051167137928
2023-01-05 11:00:00,10623.061660089312
2023-01-05 11:15:00,10465.517511016944
2023-01-05 11:30:00,10775.549454225444
2023-01-05 11:45:00,9322.633462953776
2023-01-05 12:00:00,10946.225358047805
2023-01-05 12:15:00,10538.304363910134
2023-01-05 12:30:00,10716.620393556228
2023-01-05 12:45:00,10002.064225100983
2023-01-05 13:00:00,11046.167893694019
2023-01-05 13:15:00,10341.007602046015
2023-01-05 13:30:00,10220.20983530865
2023-01-05 13:45:00,9716.119335846297
2023-01-05 14:00:00,11356.356189807942
2023-01-05 14:15:00,8228.62525924125
2023-01-05 14:30:00,10725.17544325802
2023-01-05 14:45:00,9689.738034647991
2023-01-05 15:00:00,11101.571378689601
2023-01-05 15:15:00,10299.558995173846
2023-01-05 15:30:00,10786.760840279612
2023-01-05 15:45:00,10115.440486266869
2023-01-05 16:00:00,12926.4641151845
2023-01-05 16:15:00,8500.907395035654
2023-01-05 16:30:00,10245.621344379613
2023-01-05 16:45:00,9586.871504752642
2023-01-05 17:00:00,10764.270138972297
2023-01-05 17:15:00,8437.640101354344
2023-01-05 17:30:00,10929.179568495138
2023-01-05 17:45:00,9497.37472536335
2023-01-05 18:00:00,11354.18933868784
2023-01-05 18:15:00,11310.129050294589
2023-01-05 18:30:00,10976.85167303364
2023-01-05 18:45:00,9886.906722364218
2023-01-05 19:00:00,11383.673208935203
2023-01-05 19:15:00,11056.723943409943
2023-01-05 19:30:00,10518.86503720712
2023-01-05 19:45:00,9330.068324992471
2023-01-05 20:00:00,10840.412938355812
2023-01-05 20:15:00,10092.93886304719
2023-01-05 20:30:00,10045.065305558266
2023-01-05 20:45:00,9143.515248500964
2023-01-05 21:00:00,10583.68521841892
2023-01-05 21:15:00,10665.447230862224
2023-01-05 21:30:00,10611.890658454757
2023-01-05 21:45:00,9593.77883503692
2023-01-05 22:00:00,10929.169821768759
2023-01-05 22:15:00,10271.461269258762
2023-01-05 22:30:00,10001.704701263008
2023-01-05 22:45:00,9244.690902912087
2023-01-05 23:00:00,10355.972646131268
2023-01-05 23:15:00,9022.644789539594
2023-01-05 23:30:00,10522.822506771183
2023-01-05 23:45:00,8826.884348112662
2023-01-06 00:00:00,12451.974052851114
2023-01-06 00:15:00,11226.205523811042
2023-01-06 00:30:00,10019.549908376785
2023-01-06 00:45:00,8857.09543527665
2023-01-06 01:00:00,10474.727954002783
2023-01-06 01:15:00,10067.841249973599
2023-01-06 01:30:00,9915.17496525464
2023-01-06 01:45:00,8937.006824557639
2023-01-06 02:00:00,10664.940496682224
2023-01-06 02:15:00,7522.238774193522
2023-01-06 02:30:00,8068.736018720007
2023-01-06 02:45:00,9328.310892155225
2023-01-06 03:00:00,11090.52910394905
2023-01-06 03:15:00,7446.1302973016045
2023-01-06 03:30:00,9709.590881325275
2023-01-06 03:45:00,9282.723515328918
2023-01-06 04:00:00,10577.725611145648
2023-01-06 04:15:00,10287.14666654794
2023-01-06 04:30:00,10178.442295021703
2023-01-06 04:45:00,8708.916823081767
2023-01-06 05:00:00,10791.250759590623
2023-01-06 05:15:00,7733.106738916184
2023-01-06 05:30:00,10088.476442028372
2023-01-06 05:45:00,8937.086336771798
2023-01-06 06:00:00,10760.882098997328
2023-01-06 06:15:00,10891.956799760248
2023-01-06 06:30:00,9961.35798425996
2023-01-06 06:45:00,9166.318372205313
2023-01-06 07:00:00,10981.850476788086
2023-01-06 07:15:00,8319.403383024974
2023-01-06 07:30:00,10862.232297604774
2023-01-06 07:45:00,9753.966548175651
2023-01-06 08:00:00,13083.884255343153
2023-01-06 08:15:00,11033.131146405276
2023-01-06 08:30:00,8460.522877340389
2023-01-06 08:45:00,9853.008891268013
2023-01-06 09:00:00,11357.915207298855
2023-01-06 09:15:00,10444.149536404931
2023-01-06 09:30:00,10693.413695578978
2023-01-06 09:45:00,9189.830512846225
2023-01-06 10:00:00,10572.25585781421
2023-01-06 10:15:00,8254.366808819032
2023-01-06 10:30:00,10099.819504717123
2023-01-06 10:45:00,9463.057730905877
2023-01-06 11:00:00,11411.40810124334
2023-01-06 11:15:00,10419.673101946624
2023-01-06 11:30:00,10462.013892499748
2023-01-06 11:45:00,9180.219045964732
2023-01-06 12:00:00,11603.08319656754
2023-01-06 12:15:00,10613.317530329663
2023-01-06 12:30:00,10079.622932525192
2023-01-06 12:45:00,9544.561329857417
2023-01-06 13:00:00,11416.98303681967
2023-01-06 13:15:00,10439.87440922995
2023-01-06 13:30:00,10181.256238387308
2023-01-06 13:45:00,9380.62977583806
2023-01-06 14:00:00,10409.582097305336
2023-01-06 14:15:00,7959.971997549074
2023-01-06 14:30:00,8084.696889967442
2023-01-06 14:45:00,9662.811528145285
2023-01-06 15:00:00,10617.992377789667
2023-01-06 15:15:00,10838.295468153172
2023-01-06 15:30:00,8336.023709688938
2023-01-06 15:45:00,9149.562616247884
2023-01-06 16:00:00,12422.501019981844
2023-01-06 16:15:00,10422.836546267683
2023-01-06 16:30:00,10313.598281402923
2023-01-06 16:45:00,8926.908286024078
2023-01-06 17:00:00,10641.147672885616
2023-01-06 17:15:00,10616.681671786419
2023-01-06 17:30:00,10389.15465018937
2023-01-06 17:45:00,9667.167139139992
2023-01-06 18:00:00,10778.270894609024
2023-01-06 18:15:00,10428.884539638115
2023-01-06 18:30:00,10858.25119803606
2023-01-06 18:45:00,9814.304079311145
2023-01-06 19:00:00,11552.434902008594
2023-01-06 19:15:00,7942.980327404499
2023-01-06 19:30:00,10035.419723268693
2023-01-06 19:45:00,9467.970260993867
2023-01-06 20:00:00,11285.939942710802
2023-01-06 20:15:00,8368.339370413303
2023-01-06 20:30:00,10036.8656556209
2023-01-06 20:45:00,9833.903055694673
2023-01-06 21:00:00,11318.650962998488
2023-01-06 21:15:00,10407.376404059627
2023-01-06 21:30:00,11017.470368045319
2023-01-06 21:45:00,9305.535310820645
2023-01-06 22:00:00,10754.597969479431
2023-01-06 22:15:00,9588.052834169128
2023-01-06 22:30:00,9782.809604002154
2023-01-06 22:45:00,8795.104332490147
2023-01-06 23:00:00,10342.095523900565
2023-01-06 23:15:00,10385.540045573032
2023-01-06 23:30:00,7423.824556497519
2023-01-06 23:45:00,8976.318781200322
2023-01-07 00:00:00,9251.388923383662
2023-01-07 00:15:00,6097.05487920987
2023-01-07 00:30:00,8180.565987556601
2023-01-07 00:45:00,7731.23744264899
2023-01-07 01:00:00,8381.34235424179
2023-01-07 01:15:00,6400.569118379556
2023-01-07 01:30:00,6462.446270959867
2023-01-07 01:45:00,7287.860824712465
2023-01-07 02:00:00,8053.948755119429
2023-01-07 02:15:00,8174.775157263411
2023-01-07 02:30:00,8697.272725198665
2023-01-07 02:45:00,7428.3702533661135
2023-01-07 03:00:00,8323.877849954744
2023-01-07 03:15:00,7666.239490376478
2023-01-07 03:30:00,6544.68213470931
2023-01-07 03:45:00,7641.298619869647
2023-01-07 04:00:00,8410.01525233067
2023-01-07 04:15:00,8245.435709458961
2023-01-07 04:30:00,7886.105085438521
2023-01-07 04:45:00,7366.65693473897
2023-01-07 05:00:00,8136.587471980347
2023-01-07 05:15:00,6365.804454070143
2023-01-07 05:30:00,7964.690091724062
2023-01-07 05:45:00,7256.277513284586
2023-01-07 06:00:00,9034.905284207282
2023-01-07 06:15:00,8901.934066483185
2023-01-07 06:30:00,9119.525509932862
2023-01-07 06:45:00,8150.2637439880755
2023-01-07 07:00:00,8978.598424420745
2023-01-07 07:15:00,9197.513264195748
2023-01-07 07:30:00,7310.7305495122255
2023-01-07 07:45:00,8023.186925007024
2023-01-07 08:00:00,9936.999326376119
2023-01-07 08:15:00,6958.873191870903
2023-01-07 08:30:00,8690.612349877396
2023-01-07 08:45:00,8229.109368188809
2023-01-07 09:00:00,8475.884173104329
2023-01-07 09:15:00,9059.141718239041
2023-01-07 09:30:00,8262.098212838106
2023-01-07 09:45:00,7491.480833546687
2023-01-07 10:00:00,8821.312257924079
2023-01-07 10:15:00,8958.108411078047
2023-01-07 10:30:00,9103.70139694233
2023-01-07 10:45:00,7986.661425546788
2023-01-07 11:00:00,8699.378363251573
2023-01-07 11:15:00,8724.948131261255
2023-01-07 11:30:00,7345.283769293127
2023-01-07 11:45:00,8244.005064231618
2023-01-07 12:00:00,8723.556018754885
2023-01-07 12:15:00,7384.6746252505545
2023-01-07 12:30:00,8595.256931408
2023-01-07 12:45:00,8485.244505775687
2023-01-07 13:00:00,9067.509505875118
2023-01-07 13:15:00,7483.484003371915
2023-01-07 13:30:00,7402.293574276389
2023-01-07 13:45:00,7968.860579789075
2023-01-07 14:00:00,8944.81152851262
2023-01-07 14:15:00,7187.283432950137
2023-01-07 14:30:00,7200.433355523332
2023-01-07 14:45:00,8199.399544427119
2023-01-07 15:00:00,8745.633081981432
2023-01-07 15:15:00,7222.963578475253
2023-01-07 15:30:00,7023.477224209817
2023-01-07 15:45:00,7917.536067396028
2023-01-07 16:00:00,10207.214955647725
2023-01-07 16:15:00,7910.287051213934
2023-01-07 16:30:00,9081.655396127611
2023-01-07 16:45:00,8428.395507305178
2023-01-07 17:00:00,9100.829072058348
2023-01-07 17:15:00,8628.039513158417
2023-01-07 17:30:00,8490.563454816449
2023-01-07 17:45:00,8329.365849352664
2023-01-07 18:00:00,9044.444271953715
2023-01-07 18:15:00,8657.409766533108
2023-01-07 18:30:00,8747.076979958507
2023-01-07 18:45:00,7785.363907035529
2023-01-07 19:00:00,8908.61464894632
2023-01-07 19:15:00,9309.658554310949
2023-01-07 19:30:00,8490.883616264968
2023-01-07 19:45:00,8358.69330297523
2023-01-07 20:00:00,8997.750980938728
2023-01-07 20:15:00,7590.352773118335
2023-01-07 20:30:00,8832.052292591055
2023-01-07 20:45:00,7723.979238020372
2023-01-07 21:00:00,8998.108124826087
2023-01-07 21:15:00,8915.039007260264
2023-01-07 21:30:00,8789.770707637434
2023-01-07 21:45:00,8084.332998960584
